#numMotions
8
#motionIndex
0 0
#motionName
rest rest
#numFrames
799 799
#minListSize
138
#i j distance theta x0 z0
531 114 743.943 3.06392 -1.91384 0.662999
406 2712 744.123 2.84092 -2.90532 0.672966
384 114 744.134 3.06113 -1.92292 0.661833
394 2712 744.151 2.83816 -2.90782 0.668732
391 2712 744.192 2.83737 -2.90846 0.667571
630 2712 744.26 2.8301 -2.91122 0.659923
642 2712 744.297 2.82353 -2.91695 0.654041
657 2712 744.349 2.81538 -2.92369 0.646398
634 2712 744.406 2.82801 -2.91308 0.658078
450 2712 745.64 2.85584 -2.89081 0.68756
440 2712 745.683 2.85204 -2.89432 0.68449
436 2712 745.695 2.85027 -2.89595 0.682979
445 2712 745.833 2.85417 -2.89238 0.686279
759 114 746.051 3.02451 -1.94766 0.65024
714 1452 746.832 1.53207 -2.85618 -0.763395
440 114 748.55 3.07306 -1.91086 0.665461
445 114 748.563 3.07434 -1.90958 0.665228
401 1451 749.13 1.58228 -2.88634 -0.708306
759 2712 749.15 2.78473 -2.94378 0.603943
390 1451 749.158 1.57683 -2.88309 -0.714779
395 1451 749.193 1.57973 -2.88487 -0.711481
746 2712 750.339 2.78291 -2.94656 0.605008
643 1451 752.365 1.5713 -2.87801 -0.720425
506 1451 752.402 1.58355 -2.88057 -0.706712
499 1451 752.503 1.58573 -2.88212 -0.704571
513 1452 752.543 1.5779 -2.87912 -0.716913
637 1451 752.927 1.57467 -2.87976 -0.717472
686 1099 753.369 2.24383 -2.28255 -0.317401
691 1099 753.401 2.24145 -2.2821 -0.318366
530 1452 753.744 1.5782 -2.8793 -0.717809
557 1451 754.058 1.58351 -2.88088 -0.709557
552 1451 754.086 1.58337 -2.88065 -0.709529
505 1099 754.195 2.28038 -2.2838 -0.302936
707 1099 754.212 2.23309 -2.27997 -0.322244
569 1451 754.364 1.58373 -2.88138 -0.709518
499 1099 754.38 2.28171 -2.28424 -0.302373
513 1099 754.429 2.27887 -2.28331 -0.303688
8 1099 754.434 2.18808 -2.2583 -0.353107
714 1099 754.504 2.22923 -2.27894 -0.324355
603 1451 755.099 1.58406 -2.88319 -0.709479
584 1451 755.172 1.58411 -2.88225 -0.709295
643 1099 755.221 2.26407 -2.2852 -0.310558
590 1451 755.301 1.58411 -2.88249 -0.709372
634 1099 755.467 2.26857 -2.2856 -0.309333
536 1100 755.474 2.28183 -2.28558 -0.302956
620 1099 755.563 2.27467 -2.28594 -0.30776
608 1099 755.57 2.27775 -2.28581 -0.306941
600 1099 755.647 2.27881 -2.28551 -0.306655
588 1099 755.661 2.27957 -2.28507 -0.30634
614 1099 755.674 2.27655 -2.28594 -0.307255
624 1099 755.678 2.27292 -2.28579 -0.308204
578 1099 755.684 2.2799 -2.28474 -0.306116
573 1099 755.686 2.27995 -2.28452 -0.306075
592 1099 755.718 2.27926 -2.28516 -0.306471
582 1099 755.734 2.27984 -2.2849 -0.306186
558 1099 755.749 2.2806 -2.2842 -0.305736
551 1099 755.781 2.2806 -2.284 -0.305538
459 1451 756.373 1.60363 -2.89564 -0.687769
101 1099 756.665 2.15413 -2.25561 -0.357368
93 1099 756.941 2.15556 -2.25546 -0.357401
110 1099 756.982 2.15355 -2.25597 -0.357053
759 1100 756.984 2.22043 -2.27538 -0.335349
751 1100 757.361 2.22126 -2.2766 -0.333497
463 1099 757.69 2.29197 -2.28858 -0.298781
450 1099 758.051 2.29145 -2.2893 -0.298382
455 1099 758.069 2.29204 -2.2891 -0.298417
440 1099 758.153 2.28837 -2.28924 -0.298946
445 1099 758.173 2.29017 -2.28932 -0.298542
436 1099 758.276 2.2868 -2.28918 -0.299331
413 1099 758.558 2.27902 -2.28935 -0.302301
243 2144 760.818 2.84055 -2.72215 0.963465
248 2144 760.875 2.84026 -2.72204 0.963463
409 2145 761.205 2.95606 -2.60083 1.05544
269 2144 761.472 2.84057 -2.72119 0.964985
264 2144 761.588 2.83971 -2.722 0.964037
506 2144 766.294 2.96413 -2.58785 1.05493
512 2144 766.389 2.96283 -2.58919 1.05394
499 2144 766.658 2.96594 -2.58596 1.05622
362 2145 767.153 2.91547 -2.64651 1.02552
470 2144 767.902 2.97555 -2.57664 1.06224
479 2144 768.335 2.97315 -2.57877 1.06065
85 2144 774.887 2.87785 -2.68548 0.978824
115 2144 775.702 2.87271 -2.69274 0.976953
110 2144 775.716 2.87267 -2.69253 0.976606
620 2144 777.485 2.9678 -2.58733 1.05396
630 2144 777.763 2.96431 -2.59204 1.05201
8 2144 778.404 2.89956 -2.65677 0.989792
14 2144 778.573 2.89829 -2.65833 0.989252
730 2144 778.964 2.91052 -2.65428 1.01134
738 2144 779.132 2.90585 -2.65895 1.00627
253 1300 780.014 1.46091 -2.7351 -0.622189
40 2144 780.031 2.90015 -2.65818 0.991328
50 2144 780.099 2.89794 -2.66136 0.99018
758 2144 780.837 2.9007 -2.6625 0.998422
11 1300 799.334 1.52241 -2.76533 -0.590783
101 1300 801.027 1.49017 -2.7551 -0.610965
93 1300 801.1 1.49157 -2.75531 -0.610305
50 1300 804.788 1.51486 -2.76423 -0.595273
54 1300 804.883 1.51283 -2.7635 -0.596609
253 2562 809.846 1.31836 -3.03704 -0.430904
488 1344 810.346 1.73 -2.78801 -0.225793
759 1301 810.427 1.55553 -2.7885 -0.556141
498 1344 810.779 1.7266 -2.78707 -0.228615
505 1344 811.079 1.72501 -2.78666 -0.230077
471 1344 811.288 1.73673 -2.79008 -0.220251
608 1344 811.439 1.72522 -2.78935 -0.23316
601 1344 811.608 1.72637 -2.78905 -0.232266
513 1344 811.632 1.72393 -2.78635 -0.23125
553 1344 811.67 1.72734 -2.78726 -0.230963
558 1344 811.681 1.72776 -2.78748 -0.230764
686 1301 811.72 1.57908 -2.80235 -0.524579
691 1301 811.727 1.57697 -2.80154 -0.526568
573 1344 811.888 1.72783 -2.78797 -0.230863
592 1344 811.889 1.72719 -2.78867 -0.231562
588 1344 811.906 1.72746 -2.78855 -0.231305
569 1344 811.918 1.72801 -2.78784 -0.230712
463 1344 811.919 1.73778 -2.79075 -0.219167
542 1344 811.945 1.7261 -2.78677 -0.231477
715 1301 811.987 1.56522 -2.79601 -0.538717
254 1344 812.02 1.56076 -2.74867 -0.3665
521 1344 812.025 1.72398 -2.78631 -0.231682
582 1344 812.056 1.72763 -2.78834 -0.231094
708 1301 812.111 1.56879 -2.79772 -0.534781
531 1344 812.14 1.72492 -2.78651 -0.23171
620 1344 812.195 1.72247 -2.78977 -0.235268
727 1301 812.333 1.55996 -2.79321 -0.545287
505 1301 813.399 1.60509 -2.80621 -0.499558
513 1301 813.49 1.60377 -2.80551 -0.500945
521 1301 813.68 1.6038 -2.80547 -0.50139
500 1301 813.794 1.60628 -2.80682 -0.498429
531 1301 814.036 1.60508 -2.80607 -0.501119
536 1301 814.132 1.6058 -2.80641 -0.500903
558 1301 814.232 1.60818 -2.80792 -0.499911
551 1301 814.274 1.60777 -2.80754 -0.500044
608 1301 814.437 1.60904 -2.8106 -0.499599
599 1301 814.455 1.60934 -2.81012 -0.499375
573 1301 814.473 1.60846 -2.80852 -0.499835
588 1301 814.48 1.60913 -2.80946 -0.499443
577 1301 814.481 1.60866 -2.80879 -0.499684
564 1301 814.499 1.60826 -2.80812 -0.499951
569 1301 814.516 1.6084 -2.80834 -0.49987
592 1301 814.553 1.60915 -2.80964 -0.499473
582 1301 814.581 1.60895 -2.80914 -0.499512
643 1301 814.755 1.59726 -2.80817 -0.50884
620 1301 814.814 1.60699 -2.8106 -0.501192
624 1301 815.039 1.60553 -2.81024 -0.502321
631 1301 815.072 1.60285 -2.80968 -0.504425
634 1301 815.073 1.6016 -2.80939 -0.505389
671 1344 815.455 1.69741 -2.78888 -0.255264
676 1344 815.52 1.69507 -2.78862 -0.257299
663 1344 815.629 1.70128 -2.78912 -0.252028
387 1344 816.681 1.72077 -2.79282 -0.236013
390 1344 816.719 1.7227 -2.79314 -0.234077
414 1344 817.111 1.72483 -2.79245 -0.229094
417 1344 817.116 1.72535 -2.79233 -0.228483
248 584 817.119 2.3261 -2.89545 0.68213
253 584 817.159 2.32498 -2.89596 0.681464
407 1344 817.199 1.7257 -2.79303 -0.229241
264 584 817.958 2.32203 -2.89788 0.679442
463 1301 818.183 1.61883 -2.81416 -0.487573
455 1301 818.673 1.61866 -2.81459 -0.487372
450 1301 818.775 1.61787 -2.81459 -0.487809
445 1301 818.924 1.61634 -2.81426 -0.488846
440 1301 819.016 1.61434 -2.81375 -0.490358
436 1301 819.079 1.6125 -2.81327 -0.491787
428 1301 819.447 1.60866 -2.8124 -0.494896
413 1301 819.522 1.6048 -2.81197 -0.498764
407 1301 819.586 1.60538 -2.81259 -0.499027
348 1344 819.63 1.66226 -2.78141 -0.28298
332 1344 819.931 1.62603 -2.77231 -0.310737
323 1344 820.052 1.6043 -2.76602 -0.327588
319 1344 820.131 1.59604 -2.76334 -0.33405
254 1701 820.291 0.537876 -2.47887 -1.88589
264 1701 820.302 0.536326 -2.47581 -1.88608
310 1344 820.31 1.57902 -2.75752 -0.347541
8 2562 821.734 1.38581 -3.05662 -0.375123
7 1344 822.124 1.63937 -2.76733 -0.321842
608 2561 822.919 1.48301 -3.08108 -0.24663
208 584 823.142 2.32886 -2.89785 0.68173
488 2561 823.155 1.4859 -3.07946 -0.239921
8 1701 823.162 0.60477 -2.59685 -1.86483
498 2561 823.295 1.48268 -3.0785 -0.243535
492 2561 823.34 1.4844 -3.07898 -0.241556
620 2561 823.48 1.48069 -3.08154 -0.249081
588 2561 823.565 1.48436 -3.08014 -0.245091
505 2561 823.619 1.48133 -3.07811 -0.245204
578 2561 823.73 1.48416 -3.07969 -0.24518
685 2561 823.89 1.45506 -3.08067 -0.277614
558 2561 823.936 1.48383 -3.07892 -0.245361
680 2561 823.962 1.45685 -3.08082 -0.275432
513 2561 824.056 1.4805 -3.07784 -0.246421
542 2561 824.355 1.4827 -3.0783 -0.245982
630 2561 824.411 1.4774 -3.08173 -0.252522
759 1344 824.417 1.66511 -2.78008 -0.294105
519 2561 824.49 1.48059 -3.0778 -0.246662
531 2561 824.545 1.48186 -3.07808 -0.246186
743 1344 824.591 1.66628 -2.78213 -0.289736
642 2561 824.82 1.47249 -3.08179 -0.257711
657 2561 825.015 1.46587 -3.08141 -0.26501
101 2562 825.913 1.35232 -3.05287 -0.405986
116 2562 825.988 1.35103 -3.05327 -0.406509
111 2562 826.042 1.35104 -3.05302 -0.406809
128 2562 826.117 1.35214 -3.05419 -0.404714
192 1701 826.65 0.563855 -2.53185 -1.87758
198 1701 826.7 0.560732 -2.52596 -1.87868
101 1701 826.911 0.573654 -2.54775 -1.87817
91 1701 827.081 0.575199 -2.54987 -1.87781
81 1701 827.109 0.578513 -2.55514 -1.8767
72 1701 827.225 0.582379 -2.56137 -1.8751
68 1701 827.296 0.58419 -2.56427 -1.87432
174 1701 827.314 0.568234 -2.54023 -1.87644
58 1701 827.422 0.589475 -2.57293 -1.87188
50 1701 827.447 0.593956 -2.58039 -1.86979
54 1701 827.479 0.59191 -2.57704 -1.87076
445 2561 827.49 1.49103 -3.08301 -0.233132
116 1701 827.636 0.573114 -2.54761 -1.87763
375 2561 827.642 1.46778 -3.08248 -0.263756
72 2562 827.648 1.3633 -3.05434 -0.396184
380 2561 827.678 1.47113 -3.08313 -0.25962
144 1701 827.839 0.573082 -2.5487 -1.87583
58 2562 827.875 1.37184 -3.05584 -0.387976
129 1701 827.95 0.574516 -2.55073 -1.87619
160 1701 828.022 0.57119 -2.54545 -1.87577
163 1701 828.028 0.570161 -2.54361 -1.87608
116 1344 828.4 1.60236 -2.76543 -0.344823
101 1344 828.495 1.60368 -2.76496 -0.344651
111 1344 828.522 1.60247 -2.76521 -0.345045
759 2561 828.531 1.43205 -3.07273 -0.315275
127 1344 828.58 1.60322 -2.76617 -0.343597
93 1344 828.714 1.60555 -2.76492 -0.343613
746 2561 829.345 1.43318 -3.07456 -0.311281
72 1344 829.515 1.61635 -2.76621 -0.336715
64 1344 829.543 1.62127 -2.76676 -0.333407
68 1344 829.551 1.61885 -2.7665 -0.335039
407 2561 830.108 1.47989 -3.08409 -0.246468
403 2561 830.114 1.47942 -3.08424 -0.247519
101 584 831.349 2.34331 -2.88617 0.687198
110 584 831.608 2.34257 -2.88726 0.687008
115 584 831.761 2.34281 -2.88733 0.687542
129 584 832.181 2.34447 -2.88671 0.689732
8 584 832.219 2.37502 -2.85482 0.710332
691 584 833.552 2.44592 -2.80625 0.789587
693 1701 835.126 0.683233 -2.74451 -1.79197
700 1701 835.153 0.680048 -2.73906 -1.79492
707 1701 835.256 0.676533 -2.73288 -1.79831
714 1701 835.489 0.672549 -2.72593 -1.80225
488 584 836.496 2.48713 -2.76292 0.82666
759 1701 836.534 0.656057 -2.69428 -1.8239
498 584 836.564 2.48359 -2.76567 0.823815
492 584 836.663 2.48546 -2.76419 0.825368
643 584 836.697 2.46638 -2.78602 0.807275
610 584 836.816 2.47815 -2.77311 0.816168
614 584 836.856 2.47719 -2.77424 0.815446
620 584 836.897 2.47534 -2.77633 0.814043
506 584 836.974 2.48215 -2.76679 0.822456
624 584 837.091 2.47393 -2.77784 0.813002
634 584 837.101 2.4703 -2.7819 0.810292
631 584 837.106 2.47147 -2.78061 0.811158
759 584 837.374 2.42187 -2.82359 0.757464
381 584 837.447 2.46714 -2.7869 0.807549
746 1701 837.519 0.659107 -2.70117 -1.81899
513 584 837.522 2.48147 -2.76728 0.821658
588 584 837.732 2.48056 -2.76967 0.818098
578 584 837.89 2.48061 -2.76921 0.818267
558 584 838.166 2.48132 -2.76788 0.818993
746 584 838.435 2.42441 -2.82304 0.76233
531 584 838.493 2.48209 -2.76672 0.820896
536 584 838.535 2.48211 -2.76673 0.820541
542 584 838.58 2.48186 -2.76698 0.820017
463 584 839.124 2.49595 -2.75654 0.833859
643 1701 839.262 0.700268 -2.77119 -1.77752
406 585 839.443 2.4803 -2.7823 0.8185
413 585 839.6 2.48254 -2.77992 0.821112
417 584 839.618 2.48186 -2.77267 0.823599
428 584 839.664 2.48591 -2.7681 0.827155
636 1701 839.697 0.702304 -2.77413 -1.77597
631 1701 839.735 0.703712 -2.77611 -1.77496
456 584 839.763 2.49605 -2.75689 0.83423
620 1701 839.855 0.70622 -2.7795 -1.77313
625 1701 839.895 0.705074 -2.77789 -1.77395
440 584 839.909 2.4914 -2.76212 0.831272
450 584 839.955 2.49515 -2.7581 0.833798
614 1701 840.059 0.707139 -2.78061 -1.77245
445 584 840.164 2.49356 -2.75984 0.832803
488 1701 844.602 0.706997 -2.77778 -1.76901
492 1701 844.704 0.705463 -2.77495 -1.77022
498 1701 844.737 0.703666 -2.77171 -1.77173
542 1701 845.066 0.702231 -2.76904 -1.77531
506 1701 845.068 0.702038 -2.76876 -1.77324
513 1701 845.405 0.700992 -2.76687 -1.77433
531 1701 845.484 0.701592 -2.76788 -1.7751
521 1701 845.645 0.700914 -2.76669 -1.77486
417 1701 854.36 0.703266 -2.7765 -1.77092
264 480 860.242 2.97009 -1.61149 0.727666
254 480 860.482 2.9716 -1.61053 0.726531
257 480 860.542 2.97125 -1.61067 0.72684
488 521 874.76 3.46622 -1.38935 0.572875
478 521 874.845 3.47058 -1.38714 0.570281
391 2345 874.87 1.56471 -3.74156 -0.498529
483 521 874.927 3.46837 -1.38822 0.571569
471 521 874.945 3.47317 -1.38593 0.568847
463 521 875.196 3.47503 -1.38527 0.567967
498 521 875.208 3.46355 -1.39067 0.574367
505 521 875.296 3.4626 -1.39113 0.574732
513 521 875.546 3.46184 -1.3915 0.574876
522 521 875.622 3.46223 -1.3912 0.574093
536 521 875.669 3.46353 -1.39043 0.572242
531 521 875.676 3.46292 -1.39079 0.572979
456 521 875.75 3.47547 -1.38543 0.567999
551 521 875.813 3.4651 -1.3897 0.570556
558 521 875.919 3.4651 -1.3899 0.570354
569 521 876.196 3.46479 -1.39042 0.570402
572 521 876.197 3.46462 -1.39064 0.570494
578 521 876.275 3.46459 -1.39093 0.570488
588 521 876.394 3.46423 -1.39157 0.570578
582 521 876.43 3.46462 -1.39108 0.570416
592 521 876.529 3.46381 -1.392 0.570786
8 480 876.842 3.05054 -1.54664 0.678373
487 2345 877.259 1.55139 -3.72924 -0.519276
483 2345 877.294 1.55294 -3.73013 -0.5166
477 2345 877.304 1.5554 -3.73162 -0.512252
471 2345 877.411 1.55773 -3.73304 -0.508086
463 2345 877.646 1.56036 -3.73472 -0.503249
588 2345 878.136 1.53283 -3.72128 -0.554874
578 2345 878.159 1.5368 -3.72282 -0.5479
582 2345 878.166 1.53521 -3.72221 -0.550699
599 2345 878.196 1.52699 -3.71893 -0.565036
573 2345 878.231 1.5386 -3.72346 -0.544766
592 2345 878.24 1.53087 -3.72048 -0.558302
498 2345 878.258 1.5485 -3.72748 -0.52442
569 2345 878.295 1.53981 -3.72389 -0.542664
456 2345 878.295 1.56274 -3.73621 -0.498824
604 2345 878.339 1.52399 -3.71772 -0.570187
505 480 878.341 3.12703 -1.49148 0.666615
559 2345 878.371 1.54196 -3.72463 -0.538838
499 480 878.48 3.12821 -1.49074 0.666199
505 2345 878.681 1.54661 -3.72646 -0.527892
513 480 878.703 3.12591 -1.49218 0.666865
444 2345 878.75 1.56592 -3.73841 -0.492788
488 480 878.901 3.13221 -1.48824 0.664331
426 2345 878.98 1.56993 -3.74178 -0.485678
436 2345 879.027 1.56801 -3.73995 -0.488992
423 2345 879.031 1.57031 -3.7422 -0.485118
432 2345 879.184 1.56909 -3.74079 -0.487104
531 480 879.563 3.128 -1.49064 0.664569
101 480 879.594 3.0093 -1.58503 0.700723
536 480 879.682 3.12894 -1.48999 0.663726
375 521 879.702 3.45552 -1.40264 0.575091
551 480 879.703 3.13153 -1.48838 0.661675
381 521 879.707 3.46001 -1.39975 0.57302
93 480 879.733 3.01153 -1.58276 0.699398
542 480 879.735 3.12998 -1.48928 0.662865
558 480 879.761 3.13218 -1.4881 0.661147
521 2345 879.865 1.54461 -3.72535 -0.532155
531 2345 880.09 1.54424 -3.72521 -0.533556
264 1042 880.092 1.55645 -2.10022 -0.121645
110 480 880.107 3.00838 -1.58627 0.701565
417 521 880.174 3.46534 -1.39501 0.574397
569 480 880.191 3.13238 -1.48829 0.660907
414 521 880.202 3.4651 -1.39537 0.574345
573 480 880.209 3.13228 -1.48851 0.660946
115 480 880.274 3.00816 -1.5867 0.701978
407 521 880.563 3.46616 -1.39514 0.572873
582 480 880.582 3.13246 -1.48879 0.660778
254 1042 880.603 1.55751 -2.10052 -0.122088
588 480 880.613 3.13261 -1.48892 0.660624
592 480 880.766 3.13256 -1.48912 0.660604
599 480 880.84 3.13237 -1.48967 0.66065
604 480 880.98 3.13184 -1.49036 0.660934
463 480 882.093 3.13987 -1.48418 0.660882
620 480 882.117 3.12834 -1.49409 0.662776
7 1042 882.291 1.62469 -2.10144 -0.130315
456 480 882.937 3.13919 -1.4851 0.661532
630 480 883.102 3.12382 -1.49818 0.665166
680 480 883.303 3.09897 -1.51962 0.67669
663 521 883.401 3.43871 -1.41318 0.585762
673 480 883.423 3.10216 -1.51701 0.675438
670 521 883.46 3.43578 -1.41555 0.587326
642 480 883.577 3.11725 -1.50397 0.668561
50 480 883.632 3.03927 -1.55809 0.684827
58 480 883.667 3.03389 -1.56278 0.687683
54 480 883.746 3.03685 -1.56025 0.686101
445 480 883.846 3.13597 -1.48816 0.663641
685 521 884.034 3.42757 -1.4215 0.591467
657 480 884.062 3.10933 -1.51071 0.672326
413 480 885.44 3.12514 -1.49874 0.668595
707 480 885.504 3.08579 -1.52986 0.680825
407 480 885.581 3.1269 -1.49783 0.666976
608 1042 886.001 1.70172 -2.10915 -0.100419
620 1042 886.39 1.70043 -2.10999 -0.100497
578 1042 887.446 1.70181 -2.10755 -0.100204
759 480 887.528 3.0789 -1.53209 0.67306
680 1042 887.835 1.68057 -2.11325 -0.103292
559 1042 887.85 1.70109 -2.10684 -0.100129
641 1042 888.091 1.69469 -2.11151 -0.100898
745 480 888.101 3.07769 -1.53463 0.676622
742 521 888.24 3.40676 -1.4344 0.594183
751 480 888.246 3.07865 -1.53328 0.6748
759 521 888.295 3.40197 -1.43573 0.593222
186 1042 888.438 1.58561 -2.10814 -0.124501
182 1042 888.469 1.58712 -2.10835 -0.124636
189 1042 888.473 1.58423 -2.10796 -0.124375
751 521 888.487 3.40462 -1.43497 0.593344
488 1042 888.64 1.70304 -2.10704 -0.0966917
174 1042 888.707 1.58848 -2.10854 -0.124874
64 1042 888.722 1.61134 -2.10469 -0.129351
657 1042 888.763 1.68871 -2.1123 -0.101709
543 1041 888.785 1.69993 -2.10767 -0.0972033
72 1042 888.806 1.6074 -2.10519 -0.129305
498 1042 888.862 1.7 -2.10656 -0.0971556
492 1042 888.876 1.70168 -2.10678 -0.0968547
505 1042 889.061 1.69847 -2.10636 -0.0975339
101 1042 889.081 1.59753 -2.10677 -0.128582
83 1042 889.088 1.60184 -2.10579 -0.12915
91 1042 889.106 1.59925 -2.10619 -0.128881
78 1042 889.147 1.60438 -2.10552 -0.129231
111 1042 889.392 1.59641 -2.10729 -0.128171
116 1042 889.416 1.59629 -2.10753 -0.127877
513 1042 889.48 1.69743 -2.1062 -0.0979655
124 1042 889.699 1.59726 -2.10795 -0.127354
127 1042 889.708 1.59741 -2.1081 -0.127188
521 1041 889.784 1.69784 -2.10748 -0.0959188
147 1042 889.924 1.5958 -2.10871 -0.125888
138 1042 889.929 1.59688 -2.10854 -0.126458
152 1042 889.93 1.59506 -2.10873 -0.125652
4 521 890.24 3.37427 -1.44756 0.600665
251 520 891.154 3.29682 -1.50025 0.651353
352 1041 891.712 1.65556 -2.11315 -0.103617
759 1041 891.861 1.65588 -2.11115 -0.116765
381 1042 892.331 1.69609 -2.11324 -0.101071
375 1042 892.377 1.69159 -2.1131 -0.102198
746 1041 892.807 1.6569 -2.11275 -0.113872
176 520 898.26 3.33073 -1.48236 0.6284
194 520 898.283 3.32009 -1.48932 0.635191
182 520 898.343 3.32823 -1.48402 0.630017
105 520 898.859 3.34291 -1.47189 0.617494
110 520 898.906 3.34278 -1.47226 0.617807
115 520 898.93 3.34269 -1.47258 0.618176
93 520 899.395 3.34537 -1.4694 0.615581
124 521 899.455 3.34387 -1.47648 0.623043
74 520 900.878 3.35413 -1.46196 0.60966
64 521 901.205 3.3587 -1.46219 0.61168
3 2345 910.655 1.39617 -3.63469 -0.806987
111 2345 917.275 1.36265 -3.61677 -0.856168
105 2345 917.387 1.36328 -3.61693 -0.855459
115 2345 917.414 1.36205 -3.6165 -0.856876
72 2345 920.035 1.36654 -3.61714 -0.85217
174 2345 920.291 1.3576 -3.61447 -0.860178
68 2345 920.311 1.36801 -3.61791 -0.850043
182 2345 920.315 1.35774 -3.61447 -0.859557
186 2345 920.397 1.35679 -3.61359 -0.860804
163 2345 920.805 1.35895 -3.61544 -0.858676
269 39 923.536 2.98629 -2.05376 0.97205
498 39 923.761 3.1466 -1.88674 0.976635
488 39 923.805 3.15049 -1.88308 0.97633
492 39 923.884 3.14873 -1.88469 0.976516
505 39 924.001 3.14426 -1.88902 0.976679
291 39 924.566 2.98078 -2.06096 0.974107
555 39 924.917 3.14617 -1.88729 0.973681
569 39 925.118 3.14651 -1.88736 0.973432
573 39 925.136 3.14619 -1.88784 0.973455
564 39 925.15 3.14654 -1.88717 0.973467
582 39 925.367 3.14551 -1.88895 0.973452
608 39 925.38 3.14212 -1.89388 0.973657
543 39 925.388 3.14475 -1.88845 0.974315
586 39 925.396 3.14528 -1.88935 0.973428
599 39 925.422 3.14374 -1.8916 0.973466
592 39 925.487 3.14464 -1.89026 0.973425
531 39 925.891 3.14351 -1.88966 0.975201
390 39 926.886 3.14649 -1.8936 0.974269
387 39 926.893 3.14426 -1.89592 0.974101
444 39 928.093 3.15442 -1.88171 0.977138
359 39 928.957 3.10381 -1.93814 0.976072
352 39 929.167 3.0883 -1.95422 0.977229
234 2346 929.476 1.33027 -3.58168 -0.901939
670 39 929.783 3.11281 -1.92884 0.976132
663 39 929.873 3.11642 -1.92463 0.976018
198 39 933.178 3.0021 -2.04313 0.967664
207 39 933.249 2.9977 -2.04701 0.968373
194 39 933.288 3.00435 -2.04097 0.967368
8 39 933.752 3.05799 -1.97687 0.957365
111 39 936.867 3.0194 -2.02421 0.962334
115 39 936.952 3.01913 -2.0247 0.96258
105 39 936.958 3.01985 -2.02342 0.962032
101 39 936.995 3.02062 -2.02238 0.961831
743 39 941.282 3.08073 -1.96185 0.967832
759 39 941.611 3.08292 -1.95779 0.964291
251 1643 946.184 2.35909 -3.47334 0.423242
295 883 958.031 1.95118 -2.85934 -0.579571
488 1949 960.611 1.88802 -2.84302 -0.448296
498 1949 961.253 1.88475 -2.84138 -0.451191
606 1949 961.359 1.88235 -2.8428 -0.456674
340 1644 961.428 2.43022 -3.44526 0.537036
601 1949 961.478 1.88327 -2.84281 -0.455913
337 1644 961.512 2.42281 -3.44956 0.526366
505 1949 961.582 1.8832 -2.84063 -0.45271
471 1949 961.66 1.8948 -2.84661 -0.442337
592 1949 961.727 1.88431 -2.8427 -0.454988
588 1949 961.737 1.88469 -2.84268 -0.45462
578 1949 961.864 1.88506 -2.84242 -0.454182
573 1949 961.886 1.88515 -2.84222 -0.454074
558 1949 961.921 1.8854 -2.84184 -0.453713
582 1949 961.932 1.88501 -2.84257 -0.45427
569 1949 961.967 1.88533 -2.84214 -0.453915
620 1949 962.216 1.87881 -2.84243 -0.459597
513 1949 962.269 1.88203 -2.84005 -0.454017
463 1949 962.373 1.89619 -2.84765 -0.440899
542 1949 962.45 1.88414 -2.84093 -0.45418
521 1949 962.646 1.8821 -2.84003 -0.454432
352 1644 962.749 2.45729 -3.42886 0.575468
531 1949 962.78 1.88305 -2.84043 -0.454398
357 1644 962.828 2.46826 -3.42182 0.590848
253 1198 963.686 1.79043 -2.64519 0.0241819
691 1643 963.8 2.47957 -3.41073 0.602408
686 1643 963.921 2.48239 -3.40868 0.60669
11 1643 965.302 2.41135 -3.4431 0.484835
759 1643 965.741 2.4548 -3.42385 0.55479
505 1643 965.791 2.52514 -3.37093 0.67023
742 1643 965.863 2.45813 -3.42361 0.563205
513 1644 965.931 2.5164 -3.38144 0.662078
715 1643 966.102 2.46791 -3.41837 0.583157
499 1643 966.127 2.52691 -3.36977 0.672829
751 1643 966.138 2.45626 -3.42394 0.55849
521 1644 966.164 2.51618 -3.38155 0.661295
671 1949 966.246 1.85438 -2.83618 -0.480317
663 1949 966.333 1.85829 -2.8373 -0.476861
666 1949 966.367 1.85698 -2.83699 -0.478029
531 1644 966.51 2.51681 -3.38113 0.661403
536 1644 966.593 2.51717 -3.38089 0.661528
578 1644 966.701 2.51543 -3.38331 0.658007
551 1644 966.711 2.51759 -3.38085 0.661372
558 1644 966.729 2.51716 -3.38135 0.660582
587 1644 966.749 2.51434 -3.38446 0.656379
582 1644 966.759 2.51504 -3.38376 0.657409
573 1644 966.78 2.51581 -3.3828 0.658555
569 1644 966.854 2.51619 -3.38238 0.659095
727 1643 966.861 2.46333 -3.42102 0.574269
592 1644 966.96 2.5137 -3.38513 0.655431
413 1643 966.992 2.52961 -3.37355 0.677395
489 1643 967.019 2.53104 -3.36706 0.678668
407 1643 967.047 2.52903 -3.37435 0.675865
391 1949 967.057 1.88672 -2.84888 -0.451768
394 1949 967.065 1.88742 -2.84909 -0.450723
608 1644 967.067 2.51209 -3.3873 0.653164
599 1644 967.094 2.5132 -3.38589 0.654682
105 1643 967.117 2.38163 -3.46612 0.446154
110 1643 967.213 2.38146 -3.46649 0.44616
115 1643 967.326 2.38156 -3.46669 0.446619
620 1643 967.347 2.51631 -3.38086 0.654862
406 1949 967.448 1.8883 -2.84895 -0.448241
643 1643 967.626 2.50631 -3.38984 0.641238
