#numMotions
8
#motionIndex
0 0
#motionName
rest rest
#numFrames
799 799
#minListSize
138
#i j distance theta x0 z0
729 299 370.423 0.56558 0.13248 0.287461
240 1114 370.59 -0.0845702 0.00388739 -0.111021
390 779 372.043 -0.00405158 0.0163456 -0.0236178
390 782 372.076 0.0501271 0.0187267 0.0162028
994 316 373.216 0.649993 0.177386 0.297981
721 651 373.955 0.415679 0.108034 0.208172
155 1177 375.585 -0.197208 -0.0222594 -0.127585
390 945 375.771 0.136151 0.0228346 0.0689886
1935 1118 379.079 0.882937 0.271415 0.425471
729 132 379.746 0.312234 0.0571991 0.158099
374 138 379.915 0.0924746 0.0193748 0.00462215
487 1110 380.364 0.203959 0.0423617 0.0903204
1380 152 381.056 0.702937 0.172264 0.233744
976 1008 381.888 0.900409 0.29069 0.424922
383 614 382.153 0.407659 0.0905418 0.217075
991 244 382.849 0.175913 0.0503934 0.0450379
391 1001 383.731 0.538315 0.127318 0.292324
1931 759 383.88 0.263638 0.0429895 0.0867294
635 1535 384.374 1.02494 0.382778 0.452838
712 1006 384.6 0.800341 0.235122 0.38857
604 939 386.703 0.592349 0.14181 0.248825
725 475 386.733 0.914536 0.287277 0.415784
393 1733 386.801 0.238442 0.0893733 0.264005
974 1111 388.595 0.554097 0.150017 0.25308
964 1181 388.898 0.373871 0.119244 0.183333
375 309 389.431 0.337225 0.0626665 0.145478
586 315 389.749 0.734444 0.199413 0.27257
380 433 390.201 0.465991 0.0862418 0.220828
1674 1012 390.41 1.07168 0.366917 0.352442
142 825 390.827 -0.0405392 -0.0423327 -0.0455821
952 1536 391.237 0.967219 0.354668 0.44288
611 1120 391.85 0.815237 0.261393 0.353157
698 1182 394.019 0.289387 0.0965876 0.138537
1263 144 396.459 -0.26949 -0.0296614 -0.303747
414 1654 397.001 -0.143873 0.0532791 -0.121314
990 490 397.346 1.02109 0.348736 0.432846
147 996 398.675 0.299236 -0.00601829 0.170882
592 426 398.68 0.867895 0.245782 0.339178
253 432 399.709 0.119661 -0.00934547 0.0160747
140 614 399.902 0.0956451 -0.0345931 0.0485863
597 612 401.341 0.912425 0.308585 0.378709
889 1286 402.095 0.340204 0.0392497 0.0661507
991 418 402.519 0.427246 0.10794 0.169946
840 494 402.596 0.255208 0.00522842 0.0303258
138 659 402.809 -0.239013 -0.0198856 -0.175103
1920 1545 404.764 1.08489 0.387773 0.474819
147 955 404.986 -0.0131426 -0.0499974 0.0013276
591 255 405.024 0.676163 0.167915 0.2848
149 1734 406.303 -0.0102459 -0.0394962 0.115103
857 1011 407.704 0.553824 0.0870682 0.237174
139 445 411.278 0.325482 -0.00470568 0.172748
1109 1853 412.807 -0.319062 0.00649441 -0.146904
505 248 413.833 0.0952899 -0.00266897 0.0229332
1382 326 414.147 0.91049 0.266257 0.30696
608 1731 414.673 0.740374 0.328725 0.423007
606 1003 416.181 1.07075 0.383384 0.436889
168 1652 417.782 -0.50583 0.0885522 -0.347413
504 422 418.381 0.328712 0.0440507 0.143772
134 301 424.958 0.169046 -0.036811 0.0805501
881 1541 426.57 1.05547 0.345853 0.443503
1415 593 426.97 0.645001 0.137053 0.197704
133 130 427.421 -0.0664439 -0.0524792 -0.0519308
1546 1716 429.14 -0.319931 -0.0918771 -0.25822
883 1472 430.114 0.409759 0.102005 0.157476
1492 1713 431.557 -0.750373 0.0044417 -0.564117
1932 935 435.42 0.595473 0.139091 0.306488
633 1653 436.788 0.431602 0.107604 0.157821
0 1114 438.575 0.129455 0.0143907 -0.13634
1102 39 438.874 -0.364126 0.0373571 -0.222355
861 1732 441.047 0.350559 0.110572 0.286396
226 1853 447.661 -0.216538 0.0139597 -0.00546602
1916 999 451.532 1.45366 0.606954 0.574587
1418 84 458.188 0.583084 0.180228 0.247966
1916 818 466.111 1.15966 0.448863 0.539675
1700 1298 467.459 0.259123 0.0108205 -0.0135638
866 1126 469.118 0.384785 0.11023 0.189414
1923 39 472.399 0.862858 0.339662 0.478138
1372 670 474.98 0.744597 0.199203 0.225793
1372 82 475.509 1.18222 0.50873 0.412843
470 1853 477.923 0.0638957 0.0830783 0.206027
1478 1117 479.527 -1.10395 0.276272 -0.734646
1383 504 482.849 1.27032 0.445094 0.386142
407 1853 493.625 -0.0373145 0.0783436 0.139467
1930 1743 493.769 0.945269 0.43325 0.544945
958 1850 494.936 0.325573 0.215815 0.292493
1700 1474 495.881 0.346916 0.0333633 0.0594556
1369 842 497.08 0.938841 0.273472 0.300713
881 1660 497.277 0.357391 0.0974005 0.131439
1555 1172 499.437 -0.36219 -0.019883 -0.355737
695 1853 499.726 0.304759 0.198236 0.29067
2211 1853 501.5 0.0389566 0.0399476 -0.0107632
2211 1309 506.017 0.0851027 0.00487787 -0.140412
1414 772 513.471 0.390228 0.043877 0.068772
1670 1179 516.197 0.690264 0.209858 0.214295
1414 935 517.979 0.473766 0.0626944 0.114149
1358 769 520.895 0.889259 0.240331 0.300126
624 1853 521.53 0.39279 0.238579 0.296817
1935 1853 528.647 0.695788 0.316458 0.450442
1915 646 529.778 1.14271 0.453653 0.529159
1535 1117 530.613 -0.85476 0.150303 -0.62473
162 1853 530.664 -0.234229 -0.0112136 0.00275112
2211 1480 532.562 0.0950256 -0.00191733 -0.124867
2211 1353 532.646 0.127764 0.0402765 -0.109846
472 1753 538.592 0.0522667 0.0708407 0.218806
1362 933 543.831 0.99518 0.288506 0.343386
1780 1853 567.48 -0.674694 -0.0197644 -0.469648
1915 463 585.135 1.7227 0.776222 0.56794
877 1853 587.511 0.365143 0.193542 0.28573
1915 289 633.593 1.40106 0.609788 0.594061
1691 1853 637.421 0.383313 0.190348 0.212221
1915 117 641.478 1.20041 0.519057 0.571067
1927 248 644.151 0.627001 0.171663 0.3535
1671 1364 648.828 0.722108 0.215119 0.195024
1358 1710 649.774 1.2252 0.574448 0.430272
1553 1360 661.608 -0.508756 0.0484194 -0.458608
1366 1018 663.163 1.34088 0.47883 0.399191
2211 1532 673.654 0.353424 0.0760038 0.0408847
1413 1107 680.91 0.660281 0.127202 0.176151
1361 1107 692.41 1.21884 0.398065 0.379369
0 1305 711.636 0.035234 -0.00278185 -0.192673
1500 1351 714.53 -0.977355 0.214249 -0.688006
0 1853 715.489 0.0480741 0.041443 -0.0179813
0 1359 731.028 0.0317521 0.0352367 -0.189652
0 1477 739.336 0.0626322 -0.00803304 -0.16508
1487 1482 780.069 -1.14696 0.280989 -0.75787
1550 1540 809.344 -0.294143 -0.015316 -0.335576
1538 1482 810.183 -0.855186 0.131782 -0.622327
1672 1545 812.271 0.999993 0.340142 0.313311
1552 1853 838.139 -0.305691 -0.0692744 -0.21742
1498 1533 841.065 -0.720992 0.0888716 -0.589031
1494 1853 849.758 -0.801992 0.0248373 -0.567156
1354 1177 892.347 1.02451 0.360938 0.329272
0 1539 900.724 0.301053 0.0595247 -0.0182843
1349 1296 992.769 1.04702 0.30469 0.339247
1350 1474 1042.23 1.16889 0.397254 0.38482
1352 1364 1094.54 1.05901 0.35255 0.308336
1347 1853 1103.06 0.716553 0.380021 0.277687
1350 1543 1313.07 1.373 0.538738 0.381478
#motionIndex
6 4
#motionName
swordplay boxing1
#numFrames
2251 2783
#minListSize
658
#i j distance theta x0 z0
2211 2782 176.741 1.48364 -0.31708 -1.12117
1743 2703 217.292 -0.461005 1.37738 -0.757516
2201 1946 217.611 -0.392891 1.40297 -0.449804
2211 1946 217.699 -0.392391 1.40355 -0.449598
2211 2341 224.525 -0.702925 2.00779 -1.13887
2172 2342 227.358 -0.693886 1.99544 -1.14709
2211 2082 232.98 0.149562 0.783913 -1.16128
1755 477 236.741 -0.154745 -0.00348201 -0.952903
1752 61 238.59 -0.180477 0.387873 -1.1376
2211 691 243.175 0.444277 0.390211 -1.38193
1487 479 248.028 -0.291711 0.116649 -1.05332
743 1846 252.498 -0.406902 1.33461 -0.904077
2211 519 256.288 1.16705 -0.318252 -0.0151815
0 1955 256.683 -0.326442 1.36947 -0.519079
2191 1558 258.481 -0.328461 1.38391 -0.73531
2206 194 258.869 1.19538 0.0388402 -0.319424
2211 1558 258.89 -0.327297 1.38451 -0.73508
1482 63 261.446 -0.328305 0.533783 -1.17666
1746 1377 263.469 -1.50433 1.16551 0.209956
0 2782 266.735 1.4678 -0.299174 -1.14669
2133 1842 266.788 -0.527693 1.4392 -0.889993
9 1845 266.841 -0.517228 1.42983 -0.897268
0 197 270.075 1.15687 0.0388068 -0.369558
2122 194 271.471 1.24089 0.0230634 -0.281116
2128 194 271.61 1.2414 0.0252368 -0.285192
2211 1842 273.402 -0.550299 1.45935 -0.876695
0 2080 277.757 0.17207 0.75984 -1.17367
1738 1538 280.616 -1.47954 1.32638 0.359651
1204 491 282.976 0.379351 -0.304278 -0.584862
2208 1162 285.435 0.305865 0.508492 -0.523392
2110 432 289.667 1.10522 -0.0703156 0.100486
1730 689 290.034 -0.145494 1.03736 -1.27777
266 1845 290.373 -0.584933 1.45565 -0.764936
0 2351 292.758 -0.692186 1.99723 -1.09615
2211 431 293.472 1.14486 -0.0443196 0.0998608
1679 2782 293.863 2.06791 -0.614372 -0.431037
1474 2706 295.349 -0.602042 1.4654 -0.66691
1076 1942 295.57 -0.0821052 1.32254 -0.625634
517 1843 295.753 -0.223537 1.19696 -1.0306
0 1541 296.095 -0.537355 1.4819 -0.532526
2211 39 296.156 0.911921 -0.328873 -0.612492
379 516 296.73 1.27649 -0.269635 0.215648
734 1953 297.636 -0.17819 1.32086 -0.526329
1202 172 299.091 0.764247 0.110486 -0.406647
1482 293 299.884 -0.307361 0.998078 -0.835156
1213 1957 300.533 -0.857796 1.35616 -0.0692902
1748 150 300.908 0.259273 0.222739 -0.563474
2119 39 303.465 0.911382 -0.335153 -0.596255
731 2359 306.64 -0.413452 1.71939 -1.27118
1204 74 307.586 0.194381 0.061534 -0.954018
1698 1949 308.109 -0.0864097 1.31416 -0.628012
1213 195 309.465 0.681446 0.106517 -0.578987
1468 1538 309.854 4.59203 1.19917 0.468769
2200 1797 310.81 -0.876851 1.87135 -0.81607
2211 1797 310.906 -0.877626 1.87279 -0.814351
503 434 311.834 1.5198 0.082632 0.461683
374 1942 313.229 -0.271489 1.38422 -0.456984
1734 2103 313.561 -0.600955 1.38672 -0.768265
1214 330 313.8 0.663824 0.152556 -0.700172
1211 1537 314.322 -1.19514 1.43871 0.110445
1746 318 314.505 0.331211 0.39405 -0.885633
6 1810 314.535 -0.692927 1.65868 -0.984238
991 434 315.164 1.73047 0.243104 0.536182
1210 39 316.017 0.394185 -0.0650768 -1.00865
1737 1949 316.034 -1.20039 1.28153 0.229653
257 1957 316.211 -0.373558 1.35155 -0.38332
136 514 316.268 0.974302 -0.381586 -0.0404114
0 688 316.342 0.454523 0.372448 -1.39838
1560 190 316.926 0.883983 0.0623618 -0.436205
1476 1378 318.743 4.60506 1.09582 0.277496
1002 1844 320.139 -0.143108 1.17984 -1.0751
2119 326 320.348 1.09257 0.0395299 -0.511426
1735 2379 320.573 -1.09515 2.04916 -0.248663
1750 297 320.606 -0.0362217 0.788515 -0.905844
1199 2721 320.614 0.151197 0.974221 -1.13244
380 2782 320.898 1.53088 -0.333239 -0.956111
2211 1243 324.392 -0.151677 0.820506 -0.805183
2199 1243 324.426 -0.152694 0.820327 -0.80567
1744 2562 324.468 4.60936 1.48476 0.061936
1077 1552 325.049 -0.0355763 1.2259 -0.858628
254 435 325.225 1.10524 -0.112417 0.176706
1747 390 325.376 -0.280285 0.314607 -0.531807
1073 1247 325.411 0.194977 0.651833 -0.800061
2193 327 326.571 1.08104 0.0512561 -0.527285
132 1940 326.686 -0.596621 1.40174 -0.176029
2211 327 327.144 1.07928 0.053358 -0.527051
848 517 328.777 1.16097 -0.338978 0.0863008
1474 318 329.211 0.147149 0.533502 -0.932252
595 2782 329.988 1.97929 -0.59429 -0.510281
1464 2383 330.336 -1.32071 2.00437 0.0675747
1079 2100 330.67 0.424877 0.54657 -1.14657
838 196 330.695 0.947537 0.0545215 -0.405102
0 434 331.092 1.1754 -0.0577581 0.110511
1736 591 331.357 -0.435661 1.03003 -1.13237
1081 2782 331.631 1.61844 -0.39283 -0.915536
1208 2080 331.72 -0.367547 1.17096 -0.930883
1724 1064 331.959 -0.760793 0.644988 0.0140867
727 432 333.727 1.50324 0.0924041 0.420479
734 1541 334.013 -0.38294 1.42418 -0.563012
1493 171 334.604 0.215932 0.292922 -0.650599
2211 390 334.906 0.642647 0.19975 -0.22308
0 526 335.213 1.1371 -0.330491 -0.100445
1220 1804 335.338 -1.34368 1.89933 -0.165146
1209 437 336.416 0.451167 -0.1685 -0.371238
842 1155 336.509 0.161183 0.5602 -0.412107
0 1164 336.514 0.298922 0.503913 -0.546999
507 1955 337.372 -0.0134004 1.23536 -0.608529
374 1157 337.553 0.410396 0.519814 -0.393422
2211 2549 337.562 -0.609699 1.234 -0.878825
375 1557 339.561 -0.152111 1.28478 -0.766268
1222 1845 340.318 -1.03098 1.59825 -0.381489
1201 2782 341.271 0.884429 0.31119 -1.4576
1426 1849 341.362 -0.307415 1.27967 -0.984291
1220 2383 341.363 -0.95803 2.00563 -0.433717
1202 2776 341.389 0.901313 0.283375 -1.42945
2 333 341.76 1.06298 0.0685933 -0.500323
2112 395 341.94 0.68261 0.159662 -0.175569
1684 1248 342.029 0.396364 0.539568 -0.809242
1212 394 342.277 0.136085 0.177812 -0.408059
594 518 342.436 1.73297 -0.03269 0.515672
994 1956 342.724 0.147633 1.18557 -0.722097
1467 1940 343.059 -1.45226 1.1697 0.365541
1481 391 343.413 -0.47832 0.392172 -0.608683
2099 1341 343.83 -0.661553 1.22279 -0.450684
1679 2221 344.668 -1.45999 2.26692 0.263137
1475 1799 345.512 4.37049 1.71259 0.536549
373 1978 346.144 -0.00423267 1.13873 -0.70535
841 1938 346.727 -0.619104 1.42941 -0.193612
1752 417 346.776 -0.0994179 0.110138 -0.607937
1753 421 346.856 -0.087179 0.0860705 -0.624378
587 1942 347.546 0.188814 1.16102 -0.812487
1206 690 348.689 -0.0533507 0.916533 -1.33269
1745 1800 349.959 4.54095 1.80995 0.366041
1081 515 350.006 1.34862 -0.227668 0.242873
1084 696 350.401 0.625749 0.209016 -1.24146
0 1242 351.081 -0.144112 0.811895 -0.8177
2211 1343 351.165 -0.572625 1.20754 -0.538454
1550 437 351.504 0.271958 -0.113215 -0.479785
131 1155 352.787 0.0969307 0.563673 -0.381066
1572 2313 353.168 -0.21577 1.3918 -1.77528
0 39 353.976 0.940181 -0.343084 -0.599262
131 1980 354.169 -0.284961 1.21401 -0.530859
842 2536 354.187 -0.649062 1.25248 -0.735355
840 1977 354.303 -0.281491 1.2398 -0.555168
258 196 355.066 1.18323 -0.000242552 -0.253159
256 2360 355.553 -0.703899 1.97916 -0.89679
1931 2222 355.589 -1.47933 2.27639 0.418204
261 337 356.185 0.991798 0.0724672 -0.414178
132 1555 356.652 -0.468589 1.39736 -0.506699
2107 2549 356.675 -0.639051 1.24127 -0.833346
742 338 357.371 1.16509 0.0410059 -0.331222
729 681 358.186 0.541746 0.279827 -1.27199
1693 2072 358.563 0.564078 0.425246 -1.08355
376 2094 358.664 0.292027 0.660862 -1.10264
1482 1202 360.704 -1.30191 1.06256 -0.343771
261 2375 361.078 -0.530564 1.81979 -1.01177
2092 1404 361.71 -0.597385 1.2899 -0.43431
257 1538 361.711 -0.655459 1.49071 -0.318351
255 2079 362.381 0.100922 0.800951 -1.04818
1748 1894 362.579 -1.52327 1.28238 0.440751
2096 79 362.639 0.63194 -0.166642 -0.646431
1483 1905 363.556 4.61018 1.14014 0.513775
1711 1611 364.064 -0.688495 1.72536 -0.577624
1465 2101 364.103 -0.836262 1.49543 -0.604598
844 2321 364.662 -0.703976 2.04652 -1.13097
1710 1849 365.352 -0.47714 1.40052 -0.835451
1751 1198 365.601 -1.17137 1.01802 -0.369114
1480 2502 366.432 -1.2742 1.49887 -0.152775
2112 2486 366.719 -0.204338 1.21404 -0.964165
731 2082 366.893 0.338799 0.60775 -1.08006
2201 2493 367.243 -0.214106 1.19583 -0.980575
1203 1379 368.356 -1.13744 1.27637 -0.0267644
1069 1844 368.482 -0.067791 1.08009 -1.13863
2211 82 369.659 0.732507 -0.185395 -0.596679
504 2356 369.92 -0.450058 1.7666 -1.22011
1255 197 370.182 0.812466 0.0870638 -0.52356
1467 693 370.221 -0.481439 1.36379 -1.10885
1745 1283 370.277 -1.52675 1.21778 0.2435
137 2782 371.399 1.2527 -0.122305 -1.17603
1204 794 371.83 -0.3149 1.14298 -0.922512
1220 2496 371.848 -0.66036 1.39027 -0.657573
1076 1600 372.916 -0.37675 1.52165 -0.834866
1474 229 373.262 -0.590077 0.971453 -0.708811
849 2782 373.334 1.44817 -0.297782 -1.0524
988 2353 374.066 -0.370222 1.71975 -1.34466
1486 2548 374.781 4.55963 1.4359 0.032321
589 1557 376.549 0.291148 0.952997 -1.03846
133 2100 376.616 0.031068 0.861767 -1.0596
134 2542 377.23 -0.728857 1.26577 -0.661541
370 198 377.322 1.20707 0.0483425 -0.261142
1501 916 377.973 -1.46376 1.05535 0.482671
588 1158 378.202 0.89387 0.400538 -0.364601
1542 929 378.265 -1.38717 1.05841 0.465327
587 1245 378.849 0.477726 0.445791 -0.782184
2211 1597 378.951 -0.589899 1.59161 -0.681916
508 196 378.964 1.60426 0.0104445 0.0226115
1539 921 379.286 -1.29115 1.14889 0.417319
589 2332 379.423 -0.305026 1.59043 -1.61972
1201 2559 379.623 -1.29594 1.50247 -0.303804
373 1245 380.177 0.0274483 0.721706 -0.753727
2211 1036 380.519 -0.606537 0.65449 -0.129296
379 427 380.957 1.1954 0.0227968 0.24022
846 429 381.016 0.911238 -0.0831266 0.0429909
1094 102 381.091 0.70968 -0.0847041 -0.478435
0 393 381.255 0.720374 0.176684 -0.199383
734 1245 381.984 -0.0227556 0.755781 -0.742021
1202 1345 382.699 -1.11347 1.23714 -0.162285
142 706 382.996 0.234248 0.602917 -1.23936
383 703 383.471 0.536576 0.312507 -1.21394
1497 930 384.044 4.57099 0.825735 0.549471
2211 1404 384.16 -0.436897 1.25329 -0.580522
1498 935 384.175 4.53608 0.777882 0.535583
250 2782 384.928 1.36351 -0.219926 -1.11022
1677 523 385.372 1.79903 0.00398491 0.504728
1675 431 385.988 2.05972 0.468011 0.537609
2106 1036 386.317 -0.676025 0.641428 -0.0963596
1210 1167 386.417 -0.300312 0.653545 -0.533793
2 2487 386.708 -0.153703 1.17279 -1.03082
1418 1949 386.828 -0.00955738 1.26871 -0.701034
1545 2542 387.014 -1.25646 1.44533 -0.334106
731 39 388.31 1.22446 -0.420792 -0.209706
724 2782 389.018 1.68996 -0.458093 -0.79363
137 423 389.771 0.807348 -0.0813862 0.0111864
2211 576 389.91 0.307282 0.216459 -1.153
504 2078 390.803 0.486357 0.453438 -1.02729
2102 798 390.899 0.0125595 0.935091 -1.03242
1543 1937 390.925 -1.233 1.28065 0.248693
1744 858 391.221 -1.24603 1.28281 0.248875
506 1539 391.421 -0.227969 1.3393 -0.647128
1733 1708 391.842 4.21514 1.80534 1.21423
1074 1159 392.169 0.615223 0.47163 -0.410998
499 2782 393.028 1.7484 -0.520934 -0.69899
1558 1160 393.634 -0.11672 0.606206 -0.492466
378 2543 394.08 -0.43877 1.13028 -0.850304
2211 801 394.204 0.0203284 0.948073 -1.04963
1202 588 394.339 -0.191479 0.754359 -1.22846
986 2782 394.401 1.89303 -0.551188 -0.553146
835 1786 394.651 -1.34935 2.08184 -0.108335
1749 808 394.759 -1.04149 1.42471 -0.279441
252 679 395.183 0.236827 0.609889 -1.32192
1765 880 396.286 -1.03132 1.32945 0.17981
255 396 396.535 0.704816 0.127964 -0.0930771
251 496 396.57 1.01215 -0.363417 0.0655935
374 1596 396.643 -0.474025 1.54051 -0.696651
1398 1246 396.885 0.625802 0.374616 -0.77324
1472 592 397.008 -0.612836 1.1948 -1.09737
2211 1701 397.385 -1.23989 2.43188 -0.159684
992 2079 397.449 0.630116 0.364787 -1.02159
993 1538 397.457 -0.0668002 1.28281 -0.775776
1204 2292 399.01 -0.255745 1.46859 -1.80311
255 39 399.028 0.881292 -0.346937 -0.545338
592 430 399.053 1.78831 0.29343 0.48114
255 2478 399.133 -0.199946 1.22624 -0.897789
585 1974 399.207 0.425327 0.88093 -0.916999
589 2089 399.289 0.738237 0.241233 -1.06675
1564 2782 399.363 1.27466 -0.148248 -1.26416
250 528 401.167 1.03788 -0.363833 -0.0836977
143 1398 401.19 -0.632087 1.26551 -0.291747
137 459 402.266 0.77406 -0.31354 -0.066793
836 925 402.564 -0.950255 1.35426 0.244106
997 197 403.203 1.72272 0.0706663 0.0625596
731 396 403.399 1.03898 0.178498 0.0527144
1453 1073 403.684 -0.8227 0.649818 0.0173322
128 197 403.713 0.924083 0.0523981 -0.388291
1740 1638 403.791 -0.750477 1.84035 -0.651101
2009 881 403.793 -1.14768 1.26758 0.287876
1747 2496 403.941 -1.08297 1.50568 -0.268165
737 198 404.094 1.29409 0.0126664 -0.20624
997 1243 404.418 0.316859 0.567265 -0.747935
0 2302 405.085 0.00257225 1.07542 -1.98935
499 528 405.415 1.41644 -0.270208 0.300989
1217 941 405.77 -1.17209 1.10707 0.314367
609 2217 405.878 4.62376 2.15442 0.628287
1197 1403 406.025 -1.03836 1.30394 -0.123622
569 1841 406.49 -0.00495693 0.980885 -1.23686
0 798 408.998 0.111329 0.857975 -1.10691
1273 2313 409.859 -0.294871 1.54302 -1.70277
1090 1407 410.873 -0.371658 1.24513 -0.543603
1480 811 410.964 -1.23399 1.42427 -0.133536
999 2386 411.421 0.128074 1.11164 -1.50272
842 1557 411.506 -0.440875 1.40824 -0.5675
582 198 411.833 1.67617 0.0528269 -0.0367093
1754 936 411.913 4.65492 0.850889 0.526943
509 1243 412.596 0.176255 0.610711 -0.731648
841 2087 412.604 0.0204981 0.877339 -1.07104
1192 2653 413.437 -1.14203 1.54748 -0.305789
387 1401 413.641 -0.307215 1.21444 -0.51227
1997 115 414.48 -0.313296 0.472568 -0.850916
2005 2709 414.88 -0.680792 1.48451 -0.530148
1741 830 415.157 -1.28479 1.35539 0.0658318
987 529 415.626 1.58111 -0.158436 0.408207
1082 2340 415.732 -0.625538 1.97601 -1.17355
510 337 415.977 1.32999 0.0333927 -0.199799
1078 427 416.08 1.48058 0.133586 0.346047
259 1242 416.408 -0.227929 0.838316 -0.700426
1468 853 417.718 -1.42629 1.22769 0.308352
1200 2671 418.256 -0.789797 1.44925 -0.571663
1553 1006 419.571 -0.871031 0.637873 -0.0726671
250 793 420.141 0.0881695 0.846871 -1.00153
1678 1162 420.689 1.00593 0.366908 -0.353449
1746 227 420.836 -0.460099 0.887034 -0.717658
1552 2081 421.795 -0.40483 1.20469 -0.903407
1083 2550 422.285 -0.441114 1.1377 -0.902493
2211 939 422.304 -0.703208 1.36054 -0.00345759
727 501 422.625 1.391 -0.21106 0.38331
1210 1230 423.914 -0.731548 1.01145 -0.574172
1093 2432 424.085 -0.340384 1.5184 -0.866568
1486 996 424.468 -1.24829 0.623617 -0.0767158
130 1244 424.739 -0.307663 0.868387 -0.666345
725 524 424.768 1.37898 -0.250332 0.260856
0 2551 425.511 -0.607315 1.23261 -0.898334
1195 114 426.294 0.191245 0.16471 -0.768114
376 2330 426.359 -0.680052 2.04294 -1.12278
1212 910 426.677 -0.802969 1.38996 0.0634934
1752 997 428.312 -1.1027 0.628768 -0.0603253
367 1841 428.483 -0.386057 1.34025 -0.959874
728 1050 428.622 -0.427483 0.711693 0.00441468
1092 2696 429.915 0.397609 0.690864 -1.11687
507 1162 430.287 0.752473 0.357399 -0.330755
257 1164 431.067 0.299414 0.467901 -0.447398
2018 2618 431.6 4.3336 1.39823 0.489547
851 703 431.689 0.435173 0.400284 -1.263
1202 1703 432.044 4.33271 1.92975 1.05643
2107 580 432.055 0.243173 0.296467 -1.16834
588 1595 432.427 -0.0568837 1.24217 -1.06365
2114 939 432.456 -0.685349 1.35148 0.00254717
0 1344 432.473 -0.555405 1.19997 -0.560789
1496 1129 432.616 -0.971428 0.719669 -0.122071
1242 923 432.64 -1.01312 1.3027 0.23346
0 78 433.458 0.774666 -0.217774 -0.584494
987 676 434.25 0.678129 0.159556 -1.20998
0 1702 434.477 -1.21452 2.43253 -0.223762
995 1162 435.15 0.896626 0.370825 -0.315146
1470 1283 435.506 4.63734 1.17053 0.286109
499 676 435.774 0.516772 0.299711 -1.24882
1085 1038 436.655 -0.464116 0.687768 -0.0554245
1204 1123 437.097 -0.436447 0.764681 -0.116695
830 1837 437.369 -0.952563 1.64756 -0.48719
2200 1645 438.189 0.0516067 1.18175 -1.49716
503 39 439.667 1.27065 -0.4228 -0.124287
2075 2642 440.307 -1.05801 1.58519 -0.396109
500 499 441.187 1.4747 -0.18401 0.494377
1211 822 441.237 -0.823033 1.37443 -0.384413
1701 1413 441.357 -0.238609 1.2066 -0.665565
2003 145 441.632 -0.0148015 0.315473 -0.628437
1538 697 441.858 -0.304479 1.18313 -1.21072
144 2426 442.213 -0.642182 1.67799 -0.514866
840 386 442.672 0.369013 0.221228 -0.263317
1086 1348 442.72 -0.389805 1.15298 -0.558748
504 2479 443.431 0.179574 0.905682 -1.04605
131 1597 443.887 -0.767413 1.61566 -0.395631
735 2483 444.815 0.0781071 0.977452 -1.05057
134 382 445.058 0.418285 0.205796 -0.212352
733 1163 445.268 0.541077 0.424706 -0.406476
142 95 445.374 0.520886 -0.0871518 -0.57083
597 701 446.106 1.01652 -0.160597 -1.00213
2099 1648 446.703 0.00383212 1.22411 -1.45565
1204 1046 446.822 -1.15496 0.546797 -0.0710755
250 1345 447.79 -0.645029 1.20389 -0.380562
249 78 447.819 0.686758 -0.207117 -0.528441
833 2395 447.896 -0.778647 1.92252 -0.584044
1370 433 448.013 2.37604 0.678349 0.565294
1091 2220 448.724 4.18067 1.65261 1.19288
1204 1016 450.217 -0.941711 0.594619 -0.0981699
847 1026 452.088 -0.689644 0.648454 -0.0329958
1196 1315 452.183 -1.20092 1.31832 0.00805627
0 944 452.227 -0.623868 1.32303 -0.0717197
244 1409 452.429 -0.557417 1.28324 -0.378755
842 1591 452.462 -0.603371 1.53643 -0.572032
127 2507 452.901 -0.429901 1.23194 -0.773332
374 1684 453.159 -0.83945 2.25363 -0.68488
0 586 453.837 0.309079 0.278459 -1.21652
725 1348 454.111 -0.291971 1.10806 -0.571811
126 1840 454.798 -0.696561 1.50519 -0.68043
1083 39 455.99 1.27425 -0.41562 -0.18231
840 992 456.269 -0.473981 0.787882 -0.0517996
382 1032 456.635 -0.55515 0.687624 -0.00758664
1427 1607 457.168 -0.567641 1.65075 -0.719286
1471 1640 457.878 -0.902179 1.91241 -0.504502
0 1046 458.136 -0.582847 0.662975 -0.118858
132 558 458.478 0.473117 -0.104438 -0.83123
1067 203 458.618 1.40061 0.0524625 -0.212406
1080 382 459.05 0.929689 0.248338 -0.071995
734 1602 459.504 -0.550082 1.61264 -0.651993
1206 1649 459.756 -0.437237 1.67014 -1.08721
1550 1333 460.007 -1.21883 1.2517 -0.0681245
842 1683 460.545 -0.99633 2.26549 -0.437821
1077 1686 461.34 -0.837795 2.29874 -0.726087
717 1410 461.552 -0.104947 1.13169 -0.647302
377 386 461.805 0.7483 0.229698 -0.0881999
139 1032 462.356 -0.856897 0.601301 0.0176348
251 1047 462.925 -0.775372 0.634301 0.0237201
988 501 463.127 1.70875 -0.00167362 0.631189
841 1242 463.42 -0.253071 0.840946 -0.71204
993 2479 464.579 0.346934 0.782963 -1.10935
2017 478 466.112 -0.367776 0.163857 -1.04308
1095 142 466.155 1.09478 0.092679 -0.128268
2012 73 466.696 -0.447367 0.60704 -1.10188
0 1023 467.666 -0.446269 0.667292 -0.161963
1103 2649 467.848 -0.784665 1.48939 -0.597515
